time, Quad.IMU.AX
0.644995,-0.051629,-0.148581,0.067080,0.035000,0.017414,0.039444,-0.051743,0.170815,-0.019511,-0.007398,0.107868,-0.107868
0.649995,-0.051769,-0.151103,0.067803,0.038046,0.016399,0.037929,-0.053696,0.169415,-0.020587,-0.005616,0.107917,-0.107917
0.654995,-0.049428,-0.152175,0.068063,0.037962,0.017366,0.035728,-0.055745,0.170939,-0.021522,-0.005900,0.107990,-0.107990
0.659995,-0.048203,-0.153565,0.065760,0.038798,0.014832,0.035140,-0.056481,0.168738,-0.021604,-0.006320,0.108039,-0.108039
0.664995,-0.049265,-0.158032,0.068679,0.039213,0.014144,0.034041,-0.056860,0.166876,-0.022082,-0.003717,0.108113,-0.108113
0.669995,-0.050212,-0.159766,0.069337,0.040620,0.014353,0.032456,-0.057358,0.168178,-0.023302,-0.003868,0.108162,-0.108162
0.674995,-0.049954,-0.158102,0.070254,0.042671,0.013326,0.031459,-0.057966,0.168214,-0.023706,-0.006666,0.108235,-0.108235
0.679995,-0.050340,-0.159541,0.072006,0.041020,0.010681,0.031279,-0.058398,0.167777,-0.023293,-0.006719,0.108284,-0.108284
0.684995,-0.054741,-0.161013,0.072031,0.043528,0.010214,0.030072,-0.061162,0.172382,-0.021488,-0.004278,0.108357,-0.108357
0.689995,-0.053678,-0.163691,0.071593,0.040250,0.009668,0.032166,-0.060379,0.174018,-0.023750,-0.003554,0.108407,-0.108407
0.694995,-0.054509,-0.167202,0.070728,0.037227,0.007376,0.036180,-0.059523,0.179876,-0.024153,0.001895,0.108480,-0.108480
0.699995,-0.051905,-0.168203,0.071378,0.037374,0.008421,0.035963,-0.058541,0.182081,-0.023749,0.001630,0.108528,-0.108528
0.704994,-0.053990,-0.172722,0.072968,0.037278,0.008509,0.036551,-0.061900,0.183545,-0.020860,-0.000262,0.108602,-0.108602
0.709994,-0.053226,-0.175121,0.073731,0.035215,0.010899,0.033893,-0.064995,0.183485,-0.021937,0.000262,0.108651,-0.108651
0.714994,-0.052054,-0.178799,0.075114,0.035348,0.009939,0.031740,-0.063581,0.184225,-0.021911,0.002123,0.108725,-0.108725
0.719994,-0.050638,-0.180621,0.076669,0.038185,0.008623,0.031172,-0.066233,0.186231,-0.020050,0.002329,0.108774,-0.108774
0.724994,-0.051083,-0.182519,0.074954,0.035478,0.009526,0.029968,-0.064240,0.187317,-0.019215,-0.000580,0.108848,-0.108848
0.729994,-0.052120,-0.183765,0.076637,0.034206,0.008534,0.027897,-0.066568,0.189807,-0.022813,-0.002097,0.108896,-0.108896
0.734994,-0.050974,-0.184695,0.075226,0.035671,0.007715,0.029936,-0.069136,0.192512,-0.023033,-0.000592,0.108969,-0.108969
0.739994,-0.050642,-0.185023,0.074874,0.033025,0.004823,0.029154,-0.069647,0.195785,-0.022097,-0.001396,0.109018,-0.109018
0.744994,-0.048097,-0.185646,0.074786,0.034175,0.003901,0.027871,-0.069202,0.197666,-0.020871,-0.001933,0.109092,-0.109092
0.749994,-0.048668,-0.188639,0.074898,0.033707,0.003022,0.027963,-0.067723,0.198859,-0.019678,0.000097,0.109141,-0.109141
0.754994,-0.052400,-0.188707,0.077622,0.033855,0.004177,0.027774,-0.069692,0.198998,-0.019241,0.000755,0.109213,-0.109213
0.759994,-0.052855,-0.188911,0.078313,0.032709,0.006062,0.027381,-0.067359,0.199638,-0.017917,0.001686,0.109261,-0.109261
0.764994,-0.052978,-0.189280,0.079524,0.031724,0.005774,0.029444,-0.065479,0.199721,-0.015855,0.001973,0.109335,-0.109335
0.769994,-0.051551,-0.191280,0.079667,0.030566,0.004880,0.031339,-0.065633,0.199392,-0.018205,0.002351,0.109383,-0.109383
0.774994,-0.053056,-0.187672,0.080962,0.032268,0.004081,0.028950,-0.067108,0.203815,-0.016147,0.006483,0.109458,-0.109458
0.005000,0.001569
0.010000,0.035040
0.015000,0.038303
0.020000,0.001422
0.025000,0.004368
0.030000,0.002888
0.035000,0.001667
0.040000,0.003610
0.045000,0.004251
0.050000,0.006793
0.055000,0.005521
0.060000,-0.010917
0.065000,-0.011190
0.070000,-0.006393
0.075000,-0.006792
0.080000,0.008346
0.085000,0.010952
0.090000,0.025568
0.095000,0.027692
0.100000,0.032603
0.105000,0.030788
0.110000,0.023697
0.115000,0.022205
0.120000,0.017617
0.125000,0.016890
0.130000,0.020637
0.135000,0.021853
0.140000,0.025807
0.145000,0.024591
0.150000,0.026233
0.155000,0.027957
0.160000,0.017577
0.165000,0.016944
0.170000,0.021053
0.175000,0.018522
0.180000,0.026666
0.185000,0.026357
0.190000,0.025512
0.195000,0.021841
0.200000,0.015128
0.205000,0.015974
0.210000,0.008298
0.215000,0.010218
0.220000,0.004037
0.225000,0.004888
0.230000,0.008809
0.235000,0.009130
0.240000,0.002047
0.245000,0.005057
0.250000,0.006643
0.255000,0.006007
0.260000,0.015037
0.265000,0.018498
0.270000,0.017783
0.275000,0.016546
0.280000,0.009566
0.285000,0.006572
0.290000,0.003169
0.295000,0.001065
0.300000,-0.002939
0.305000,-0.003049
0.310000,-0.009536
0.314999,-0.009329
0.319999,-0.000657
0.324999,0.000599
0.329999,0.005619
0.334999,0.006312
0.339999,0.008422
0.344999,0.009342
0.349999,0.009671
0.354999,0.011382
0.359999,0.008403
0.364999,0.008491
0.369999,0.005629
0.374999,0.004080
0.379999,0.013506
0.384999,0.017568
0.389999,0.017713
0.394998,0.017234
0.399998,0.019871
0.404998,0.020758
0.409998,0.018766
0.414998,0.019971
0.419998,0.018392
0.424998,0.019705
0.429998,0.002289
0.434998,0.005563
0.439998,0.006030
0.444998,0.007298
0.449998,-0.000516
0.454998,-0.004306
0.459998,-0.004562
0.464998,-0.004063
0.469997,0.006093
0.474997,0.004940
0.479997,-0.011575
0.484997,-0.012637
0.489997,-0.006723
0.494997,-0.006520
0.499997,-0.011615
0.504997,-0.011167
0.509997,-0.000362
0.514997,-0.000550
0.519997,-0.000855
0.524997,0.001488
0.529997,-0.000970
0.534997,-0.000732
0.539997,0.002999
0.544997,0.001333
0.549996,0.010720
0.554996,0.014070
0.559996,0.007701
0.564996,0.006353
0.569996,0.012849
0.574996,0.014068
0.579996,0.011835
0.584996,0.013342
0.589996,0.013344
0.594996,0.012756
0.599996,0.016517
0.604996,0.018409
0.609996,0.017512
0.614996,0.019479
0.619996,0.010617
0.624996,0.011756
0.629995,0.003064
0.634995,0.004594
0.639995,0.008334
0.644995,0.008214
0.649995,0.006915
0.654995,0.006997
0.659995,0.008008
0.664995,0.008086
0.669995,0.010324
0.674995,0.009133
0.679995,0.004158
0.684995,0.002138
0.689995,0.005472
0.694995,0.004301
0.699995,0.018461
0.704994,0.016221
0.709994,0.018441
0.714994,0.016670
0.719994,0.008468
0.724994,0.009230
0.729994,0.005442
0.734994,0.000632
0.739994,0.006250
0.744994,0.005398
0.749994,0.003897
0.754994,0.005993
0.759994,0.006458
0.764994,0.006938
0.769994,0.008079
0.774994,0.008622
0.779994,0.007927
0.784993,0.007339
0.789993,0.005532
0.794993,0.007233
0.799993,0.002820
0.804993,0.002663
0.809993,0.001208
0.814993,-0.001275
0.819993,-0.008316
0.824993,-0.009600
0.829993,-0.016127
0.834993,-0.015772
0.839993,-0.016855
0.844993,-0.019253
0.849993,-0.020865
0.854993,-0.022191
0.859993,-0.019916
0.864992,-0.020520
0.869992,-0.023957
0.874992,-0.023780
0.879992,-0.026153
0.884992,-0.028640
0.889992,-0.033451
0.894992,-0.033477
0.899992,-0.035913
0.904992,-0.032077
0.909992,-0.030338
0.914992,-0.029584
0.919992,-0.022423
0.924992,-0.022658
0.929992,-0.011799
0.934992,-0.014173
0.939991,-0.017383
0.944991,-0.018076
0.949991,-0.014508
0.954991,-0.014716
0.959991,-0.011209
0.964991,-0.005990
0.969991,-0.007380
0.974991,-0.005993
0.979991,-0.003334
0.984991,-0.003983
0.989991,-0.002980
0.994991,-0.005005
0.999991,-0.005694
1.004991,-0.004463
1.009991,-0.005797
1.014991,-0.007082
1.019992,-0.002154
1.024992,-0.002820
1.029992,-0.006500
1.034992,-0.002272
1.039993,0.002148
1.044993,0.001252
1.049993,0.004920
1.054993,0.005064
1.059994,0.013542
1.064994,0.014079
1.069994,0.013019
1.074994,0.013244
1.079994,0.015768
1.084995,0.017124
1.089995,0.012306
1.094995,0.013714
1.099995,0.017368
1.104996,0.017677
1.109996,0.015032
1.114996,0.016858
1.119996,0.017003
1.124997,0.016677
1.129997,0.020156
1.134997,0.020994
1.139997,0.029078
1.144997,0.029643
1.149998,0.032614
1.154998,0.032061
1.159998,0.031399
1.164998,0.029795
1.169999,0.020444
1.174999,0.020124
1.179999,0.016805
1.184999,0.017145
1.190000,0.019471
1.195000,0.018850
1.200000,0.012083
1.205000,0.011808
1.210001,0.005803
1.215001,0.004765
1.220001,0.008677
1.225001,0.007496
1.230001,-0.001431
1.235002,-0.000244
1.240002,-0.007924
1.245002,-0.009797
1.250002,-0.015804
1.255003,-0.013365
1.260003,-0.006681
1.265003,-0.007105
1.270003,-0.004974
1.275004,-0.002743
1.280004,0.005835
1.285004,0.007859
1.290004,0.000266
1.295004,0.001581
1.300005,-0.001206
1.305005,-0.002132
1.310005,-0.003062
1.315005,-0.001423
1.320006,-0.005765
1.325006,-0.005009
1.330006,0.001224
1.335006,0.001608
1.340007,-0.002860
1.345007,-0.004457
1.350007,0.000360
1.355007,-0.000064
1.360008,0.003976
1.365008,0.003596
1.370008,0.006076
1.375008,0.004386
1.380008,0.009638
1.385009,0.008483
1.390009,0.007913
1.395009,0.007534
1.400009,0.014380
1.405010,0.014252
1.410010,0.013807
1.415010,0.014849
1.420010,0.009486
1.425011,0.009639
1.430011,0.003203
1.435011,0.003408
1.440011,-0.003193
1.445011,-0.005383
1.450012,-0.004992
1.455012,-0.005670
1.460012,-0.010169
1.465012,-0.011977
1.470013,-0.014325
1.475013,-0.017011
1.480013,-0.014416
1.485013,-0.013636
1.490014,-0.004366
1.495014,-0.003524
1.500014,-0.000681
1.505014,0.000218
1.510015,0.006670
1.515015,0.008197
1.520015,0.009726
1.525015,0.009351
1.530015,0.011494
1.535016,0.010009
1.540016,0.003555
1.545016,0.002453
1.550016,-0.001738
1.555017,-0.001533
1.560017,-0.002835
1.565017,-0.002120
1.570017,-0.007203
1.575018,-0.008497
1.580018,0.001682
1.585018,0.004003
1.590018,-0.004310
1.595019,-0.003830
1.600019,-0.006711
1.605019,-0.004974
1.610019,-0.007786
1.615019,-0.007006
1.620020,-0.008902
1.625020,-0.006148
1.630020,-0.007170
1.635020,-0.008756
1.640021,-0.006711
1.645021,-0.005223
1.650021,-0.014373
1.655021,-0.013050
1.660022,-0.011831
1.665022,-0.011934
1.670022,-0.004836
1.675022,-0.005860
1.680022,-0.001609
1.685023,-0.001187
1.690023,-0.005310
1.695023,-0.005119
1.700023,-0.000937
1.705024,-0.001050
1.710024,-0.007962
1.715024,-0.009141
1.720024,-0.006667
1.725025,-0.008368
1.730025,-0.008556
1.735025,-0.009818
1.740025,-0.016898
1.745026,-0.019969
1.750026,-0.026988
1.755026,-0.027358
1.760026,-0.022529
1.765026,-0.022397
1.770027,-0.026633
1.775027,-0.028512
1.780027,-0.032042
1.785027,-0.033222
1.790028,-0.026169
1.795028,-0.029635
1.800028,-0.032344
1.805028,-0.033897
1.810029,-0.035200
1.815029,-0.037202
1.820029,-0.033390
1.825029,-0.032703
1.830029,-0.035566
1.835030,-0.034228
1.840030,-0.022525
1.845030,-0.023031
1.850030,-0.018559
1.855031,-0.018295
1.860031,-0.017564
1.865031,-0.016399
1.870031,-0.017871
1.875032,-0.017017
1.880032,-0.020892
1.885032,-0.021620
1.890032,-0.025583
1.895033,-0.026081
1.900033,-0.018350
1.905033,-0.018132
1.910033,-0.021297
1.915033,-0.023204
1.920034,-0.025415
1.925034,-0.022507
1.930034,-0.023240
1.935034,-0.023325
1.940035,-0.021648
1.945035,-0.022996
1.950035,-0.011653
1.955035,-0.014792
1.960036,-0.005442
1.965036,-0.003892
1.970036,-0.003199
1.975036,-0.002541
1.980036,-0.006366
1.985037,-0.007181
1.990037,-0.002958
1.995037,-0.003310
2.000037,-0.007217
2.005037,-0.005337
2.010037,-0.006166
2.015036,-0.007939
2.020036,-0.016144
2.025036,-0.018929
2.030035,-0.022009
2.035035,-0.025662
2.040035,-0.028595
2.045034,-0.028932
2.050034,-0.033828
2.055033,-0.034656
2.060033,-0.040704
2.065033,-0.039875
2.070032,-0.034905
2.075032,-0.037088
2.080032,-0.034477
2.085031,-0.034118
2.090031,-0.049088
2.095031,-0.050410
2.100030,-0.039148
2.105030,-0.040109
2.110029,-0.040855
2.115029,-0.039118
2.120029,-0.027797
2.125028,-0.026514
2.130028,-0.030551
2.135028,-0.028376
2.140027,-0.034000
2.145027,-0.031783
2.150027,-0.029380
2.155026,-0.026355
2.160026,-0.028984
2.165025,-0.032017
2.170025,-0.028094
2.175025,-0.032148
2.180024,-0.035305
2.185024,-0.034799
2.190024,-0.032988
2.195023,-0.035175
2.200023,-0.031018
2.205023,-0.030671
2.210022,-0.029222
2.215022,-0.028049
2.220021,-0.028741
2.225021,-0.031991
2.230021,-0.023375
2.235020,-0.025841
2.240020,-0.031355
2.245020,-0.031655
2.250019,-0.027096
2.255019,-0.027047
2.260019,-0.034649
2.265018,-0.031824
2.270018,-0.031276
2.275017,-0.029762
2.280017,-0.022677
2.285017,-0.025053
2.290016,-0.026483
2.295016,-0.027301
2.300016,-0.021556
2.305015,-0.020637
2.310015,-0.024284
2.315015,-0.021990
2.320014,-0.014211
2.325014,-0.010405
2.330014,-0.002849
2.335013,-0.001473
2.340013,-0.000172
2.345012,0.002083
2.350012,-0.004995
2.355012,-0.007284
2.360011,-0.004907
2.365011,-0.007656
2.370011,-0.005098
2.375010,-0.005846
2.380010,0.000629
2.385010,0.000025
2.390009,-0.007489
2.395009,-0.007522
2.400008,-0.000179
2.405008,-0.002172
2.410008,-0.003480
2.415007,-0.003555
2.420007,-0.008396
2.425007,-0.010377
2.430006,-0.011093
2.435006,-0.010887
2.440006,-0.018253
2.445005,-0.021944
2.450005,-0.026146
2.455004,-0.025462
2.460004,-0.015794
2.465004,-0.013788
2.470003,-0.016010
2.475003,-0.016428
2.480003,-0.011870
2.485002,-0.011203
2.490002,-0.019492
2.495002,-0.020727
2.500001,-0.016760
2.505001,-0.016077
2.510000,-0.011611
2.515000,-0.010677
2.520000,-0.009101
2.524999,-0.009750
2.529999,-0.011061
2.534999,-0.010891
2.539998,-0.007961
2.544998,-0.008235
2.549998,-0.000083
2.554997,-0.001124
2.559997,0.000887
2.564996,0.002859
2.569996,0.003280
2.574996,0.001561
2.579995,-0.004589
2.584995,-0.005111
2.589995,-0.007655
2.594994,-0.010148
2.599994,-0.002222
2.604994,-0.001124
2.609993,-0.001134
2.614993,-0.001358
2.619992,0.004309
2.624992,0.002218
2.629992,0.009221
2.634991,0.005530
2.639991,0.015643
2.644991,0.017374
2.649990,0.013627
2.654990,0.015129
2.659990,0.020455
2.664989,0.019124
2.669989,0.021623
2.674989,0.020517
2.679988,0.013778
2.684988,0.012097
2.689987,0.011206
2.694987,0.010402
2.699987,0.012414
2.704986,0.010412
2.709986,0.006380
2.714986,0.006277
2.719985,0.011378
2.724985,0.013698
2.729985,0.009278
2.734984,0.010797
2.739984,0.013328
2.744983,0.011772
2.749983,0.015109
2.754983,0.013795
2.759982,0.007234
2.764982,0.007896
2.769982,0.009967
2.774981,0.007634
2.779981,0.003962
2.784981,0.003486
2.789980,-0.004180
2.794980,-0.006374
2.799979,-0.012895
2.804979,-0.015938
2.809979,-0.006863
2.814978,-0.003943
2.819978,-0.001826
2.824978,-0.003020
2.829977,-0.006044
2.834977,-0.004561
2.839977,-0.012828
2.844976,-0.011712
2.849976,-0.003396
2.854975,-0.006587
2.859975,-0.006564
2.864975,-0.006400
2.869974,-0.000132
2.874974,-0.000078
2.879974,0.002664
2.884973,0.003937
2.889973,0.004500
2.894973,0.005232
2.899972,-0.000744
2.904972,-0.001886
2.909971,-0.012904
2.914971,-0.014726
2.919971,-0.016041
2.924970,-0.017458
2.929970,-0.017063
2.934970,-0.016435
2.939969,-0.016038
2.944969,-0.013811
2.949969,-0.016644
2.954968,-0.018091
2.959968,-0.015404
2.964967,-0.015990
2.969967,-0.011928
2.974967,-0.007721
2.979966,-0.000600
2.984966,0.000246
2.989966,0.005368
2.994965,0.003763
2.999965,0.019484
3.004965,0.019495
3.009964,0.020117
3.014964,0.016733
3.019964,0.016449
3.024963,0.016039
3.029963,0.017649
3.034962,0.016479
3.039962,0.015277
3.044962,0.011955
3.049961,0.018067
3.054961,0.014994
3.059961,0.014158
3.064960,0.013808
3.069960,0.019555
3.074960,0.017279
3.079959,0.012672
3.084959,0.013922
3.089958,0.009895
3.094958,0.009621
3.099958,0.010316
3.104957,0.010339
3.109957,0.020318
3.114957,0.015394
3.119956,0.016762
3.124956,0.017836
3.129956,0.027862
3.134955,0.026700
3.139955,0.036656
3.144954,0.032295
3.149954,0.034187
3.154954,0.032314
3.159953,0.029576
3.164953,0.024641
3.169953,0.014409
3.174952,0.014920
3.179952,0.018432
3.184952,0.022626
3.189951,0.011998
3.194951,0.011330
3.199950,0.009132
3.204950,0.013723
3.209950,0.018235
3.214949,0.021142
3.219949,0.021662
3.224949,0.022520
3.229948,0.023276
3.234948,0.025163
3.239948,0.025943
3.244947,0.026764
3.249947,0.024907
3.254946,0.024621
3.259946,0.023375
3.264946,0.026520
3.269945,0.022629
3.274945,0.023144
3.279945,0.022370
3.284944,0.022302
3.289944,0.027369
3.294944,0.026601
3.299943,0.027545
3.304943,0.029086
3.309942,0.034680
3.314942,0.037369
3.319942,0.021103
3.324941,0.028016
3.329941,0.037902
3.334941,0.038973
3.339940,0.033144
3.344940,0.032714
3.349940,0.031334
3.354939,0.029745
3.359939,0.025203
3.364938,0.025195
3.369938,0.028492
3.374938,0.033470
3.379937,0.021862
3.384937,0.022922
3.389937,0.024377
3.394936,0.027096
3.399936,0.025107
3.404936,0.025425
3.409935,0.033696
3.414935,0.034120
3.419935,0.028311
3.424934,0.032215
3.429934,0.025497
3.434933,0.022792
3.439933,0.016473
3.444933,0.015599
3.449932,0.021992
3.454932,0.021231
3.459932,0.011899
3.464931,0.012695
3.469931,0.020095
3.474931,0.020458
3.479930,0.019527
3.484930,0.016265
3.489929,0.017387
3.494929,0.020057
3.499929,0.017324
3.504928,0.016867
3.509928,0.018590
3.514928,0.021586
3.519927,0.018242
3.524927,0.018232
3.529927,0.014239
3.534926,0.010793
3.539926,0.008969
3.544925,0.009195
3.549925,0.007626
3.554925,0.009755
3.559924,0.008240
3.564924,0.008047
3.569924,0.004729
3.574923,0.006656
3.579923,0.004330
3.584923,0.004489
3.589922,0.004669
3.594922,0.006854
3.599921,0.005879
3.604921,0.005102
3.609921,0.008048
3.614920,0.007163
3.619920,0.009095
3.624920,0.010197
3.629919,0.007529
3.634919,0.005380
3.639919,0.008839
3.644918,0.007409
3.649918,0.000835
3.654917,0.000157
3.659917,0.003538
3.664917,0.002007
3.669916,0.000437
3.674916,-0.000123
3.679916,0.004362
3.684915,0.002935
3.689915,0.007845
3.694915,0.008624
3.699914,0.003187
3.704914,0.003720
3.709913,0.010419
3.714913,0.009590
3.719913,0.014054
3.724912,0.012553
3.729912,-0.002364
3.734912,-0.002589
3.739911,-0.015498
3.744911,-0.016137
3.749911,-0.015930
3.754910,-0.015900
3.759910,-0.015827
3.764910,-0.018347
3.769909,-0.015090
3.774909,-0.014828
3.779908,-0.017852
3.784908,-0.015728
3.789908,-0.013847
3.794907,-0.012367
3.799907,-0.001950
3.804907,-0.000939
3.809906,0.002084
3.814906,0.002842
3.819906,0.009983
3.824905,0.009163
3.829905,0.013482
3.834904,0.014755
3.839904,0.006657
3.844904,0.005113
3.849903,0.003257
3.854903,0.001771
3.859903,0.008493
3.864902,0.007377
3.869902,0.001573
3.874902,-0.000756
3.879901,-0.007284
3.884901,-0.004802
3.889900,-0.006446
3.894900,-0.004232
3.899900,0.002879
3.904899,0.004953
3.909899,0.005144
3.914899,0.004116
3.919898,-0.001081
3.924898,0.000644
3.929898,0.002772
3.934897,-0.000385
3.939897,-0.001172
3.944896,-0.002430
3.949896,-0.007468
3.954896,-0.007095
3.959895,-0.001781
3.964895,-0.002676
3.969895,-0.010616
3.974894,-0.009058
3.979894,-0.016206
3.984894,-0.017395
3.989893,-0.020750
3.994893,-0.019872
3.999892,-0.022255
4.004892,-0.023474
4.009892,-0.028501
4.014892,-0.027918
4.019891,-0.025159
4.024891,-0.025345
4.029891,-0.019016
4.034890,-0.021287
4.039890,-0.031598
4.044889,-0.036398
4.049889,-0.039329
4.054889,-0.042769
4.059888,-0.044486
4.064888,-0.049355
4.069888,-0.051665
4.074887,-0.058941
4.079887,-0.049329
4.084887,-0.056573
4.089886,-0.055401
4.094886,-0.060540
4.099885,-0.060722
4.104885,-0.064558
4.109885,-0.065662
4.114884,-0.070026
4.119884,-0.063196
4.124884,-0.067461
4.129883,-0.064587
4.134883,-0.065360
4.139883,-0.068317
4.144882,-0.070641
4.149882,-0.066208
4.154881,-0.069361
4.159881,-0.066591
4.164881,-0.071391
4.169880,-0.071613
4.174880,-0.075719
4.179880,-0.072670
4.184879,-0.075756
4.189879,-0.076172
4.194879,-0.076937
4.199878,-0.077895
4.204878,-0.078700
4.209877,-0.073604
4.214877,-0.074146
4.219877,-0.070134
4.224876,-0.069818
4.229876,-0.066275
4.234876,-0.069194
4.239875,-0.065431
4.244875,-0.067942
4.249875,-0.058743
4.254874,-0.059392
4.259874,-0.047835
4.264874,-0.047564
4.269873,-0.051534
4.274873,-0.053498
4.279872,-0.059516
4.284872,-0.060336
4.289872,-0.050762
4.294871,-0.052794
4.299871,-0.041602
4.304871,-0.044055
4.309870,-0.038717
4.314870,-0.037160
4.319870,-0.041828
4.324869,-0.043212
4.329869,-0.038189
4.334868,-0.035257
4.339868,-0.028422
4.344868,-0.022221
4.349867,-0.011819
4.354867,-0.012285
4.359867,-0.016265
4.364866,-0.011424
4.369866,-0.006950
4.374866,-0.002008
4.379865,-0.000688
4.384865,0.006840
4.389864,0.007267
4.394864,0.013510
4.399864,0.015962
4.404863,0.019265
4.409863,0.023390
4.414863,0.026338
4.419862,0.030034
4.424862,0.034423
4.429862,0.045936
4.434861,0.050504
4.439861,0.049853
4.444860,0.054842
4.449860,0.057771
4.454860,0.062491
4.459859,0.067452
4.464859,0.072092
4.469859,0.080319
4.474858,0.087689
4.479858,0.082613
4.484858,0.087893
4.489857,0.088473
4.494857,0.089639
4.499856,0.078971
4.504856,0.078213
4.509856,0.079954
4.514855,0.082462
4.519855,0.079735
4.524855,0.081904
4.529854,0.087416
4.534854,0.090360
4.539854,0.084930
4.544853,0.084658
4.549853,0.089280
4.554852,0.089104
4.559852,0.086300
4.564852,0.086479
4.569851,0.087738
4.574851,0.087027
4.579851,0.078346
4.584850,0.082398
4.589850,0.077938
4.594850,0.078060
4.599849,0.073154
4.604849,0.075158
4.609848,0.073211
4.614848,0.076356
4.619848,0.065878
4.624847,0.065110
4.629847,0.066197
4.634847,0.065720
4.639846,0.067333
4.644846,0.068921
4.649846,0.062268
4.654845,0.060293
4.659845,0.054497
4.664845,0.055868
4.669844,0.048034
4.674844,0.047936
4.679843,0.043357
4.684843,0.044193
4.689843,0.047753
4.694842,0.049091
4.699842,0.042657
4.704842,0.043013
4.709841,0.036615
4.714841,0.036535
4.719841,0.034642
4.724840,0.035438
4.729840,0.026515
4.734839,0.025025
4.739839,0.016339
4.744839,0.011220
4.749838,-0.000149
4.754838,0.002457
4.759838,0.005355
4.764837,0.003442
4.769837,0.003641
4.774837,0.006854
4.779836,0.007997
4.784836,0.006864
4.789835,-0.004138
4.794835,-0.005266
4.799835,-0.008866
4.804834,-0.010486
4.809834,-0.005280
4.814834,-0.005795
4.819833,-0.007216
4.824833,-0.010211
4.829833,0.000099
4.834832,0.000227
4.839832,0.004650
4.844831,0.005684
4.849831,0.009033
4.854831,0.008565
4.859830,0.011872
4.864830,0.011376
4.869830,0.015856
4.874829,0.017142
4.879829,0.017226
4.884829,0.021111
4.889828,0.020587
4.894828,0.020997
4.899827,0.008526
4.904827,0.007632
4.909827,0.001942
4.914826,0.002891
4.919826,-0.000024
4.924826,-0.000105
4.929825,-0.000438
4.934825,0.000652
4.939825,0.002527
4.944824,0.004388
4.949824,0.007030
4.954823,0.009991
4.959823,0.012657
4.964823,0.013174
4.969822,0.015190
4.974822,0.015901
4.979822,0.021675
4.984821,0.021371
4.989821,0.029798
4.994821,0.031660
4.999820,0.032074
5.004820,0.033274
5.009820,0.030182
5.014819,0.034308
5.019819,0.030225
5.024818,0.031377
5.029818,0.029167
5.034818,0.031757
5.039817,0.031770
5.044817,0.034652
5.049817,0.036219
5.054816,0.040662
5.059816,0.039604
5.064816,0.045822
5.069815,0.048112
5.074815,0.056169
5.079814,0.058348
5.084814,0.066817
5.089814,0.081649
5.094813,0.088349
5.099813,0.092757
5.104813,0.100708
5.109812,0.096757
5.114812,0.105072
5.119812,0.104022
5.124811,0.111803
5.129811,0.113966
5.134810,0.118853
5.139810,0.114442
5.144810,0.118641
5.149809,0.117735
5.154809,0.123244
5.159809,0.125621
5.164808,0.129016
5.169808,0.131208
5.174808,0.131580
5.179807,0.127539
5.184807,0.126732
5.189806,0.118734
5.194806,0.119379
5.199806,0.119477
5.204805,0.122409
5.209805,0.128228
5.214805,0.130547
5.219804,0.125690
5.224804,0.130182
5.229804,0.126440
5.234803,0.125738
5.239803,0.117762
5.244802,0.119486
5.249802,0.108752
5.254802,0.110693
5.259801,0.113202
5.264801,0.116732
5.269801,0.122502
5.274800,0.124333
5.279800,0.128284
5.284800,0.130685
5.289799,0.130834
5.294799,0.129894
5.299798,0.121387
5.304798,0.121115
5.309798,0.115345
5.314797,0.111812
5.319797,0.106867
5.324797,0.109060
5.329796,0.110529
5.334796,0.111271
5.339796,0.101409
5.344795,0.100263
5.349795,0.096978
5.354795,0.095556
5.359794,0.100260
5.364794,0.098622
5.369793,0.090214
5.374793,0.086767
5.379793,0.074156
5.384792,0.071737
5.389792,0.067377
5.394792,0.060817
5.399791,0.058967
5.404791,0.057837
5.409791,0.054554
5.414790,0.047578
5.419790,0.037879
5.424789,0.032724
5.429789,0.032099
5.434789,0.026077
5.439788,0.020341
5.444788,0.016898
5.449788,0.016617
5.454787,0.010648
5.459787,0.008150
5.464787,0.004170
5.469786,0.011859
5.474786,0.008380
5.479785,0.009241
5.484785,0.007355
5.489785,-0.000474
5.494784,-0.005275
5.499784,-0.006916
5.504784,-0.006255
5.509783,-0.001297
5.514783,-0.007566
5.519783,-0.011856
5.524782,-0.015146
5.529782,-0.020432
5.534781,-0.021936
5.539781,-0.027019
5.544781,-0.026192
5.549780,-0.035930
5.554780,-0.037986
5.559780,-0.043216
5.564779,-0.044427
5.569779,-0.052742
5.574779,-0.053780
5.579778,-0.050848
5.584778,-0.048898
5.589777,-0.049275
5.594777,-0.050581
5.599777,-0.046603
5.604776,-0.045126
5.609776,-0.048086
5.614776,-0.049942
5.619775,-0.053847
5.624775,-0.051996
5.629775,-0.047290
5.634774,-0.046390
5.639774,-0.052017
5.644773,-0.052209
5.649773,-0.055871
5.654773,-0.054079
5.659772,-0.046643
5.664772,-0.047661
5.669772,-0.044627
5.674771,-0.044814
5.679771,-0.047176
5.684771,-0.046524
5.689770,-0.047726
5.694770,-0.047214
5.699769,-0.035091
5.704769,-0.034437
5.709769,-0.028493
5.714768,-0.029557
5.719768,-0.029368
5.724768,-0.028331
5.729767,-0.030841
5.734767,-0.034333
5.739767,-0.031970
5.744766,-0.033540
5.749766,-0.036716
5.754766,-0.034823
5.759765,-0.028716
5.764765,-0.026089
5.769764,-0.026738
5.774764,-0.024609
