time, Quad.IMU.AX
0.499997,-0.255038
0.504997,0.347222
0.509997,-0.357928
0.514997,0.256292
0.519997,-0.061849
0.524997,0.056353
0.529997,-0.586875
0.534997,0.144202
0.539997,0.438060
0.544997,0.245793
0.549996,-0.566434
0.554996,0.103915
0.559996,-0.449658
0.564996,0.430374
0.569996,-0.843053
0.574996,-0.018138
0.579996,-0.050502
0.584996,-0.037834
0.589996,0.383568
0.594996,0.451929
0.599996,-0.957519
0.604996,0.070732
0.609996,-0.291748
0.614996,0.111888
0.619996,0.363908
0.624996,-0.256298
0.629995,0.508486
0.634995,0.095374
0.639995,-1.061733
0.644995,-0.101325
0.649995,0.307708
0.654995,0.621845
0.659995,-0.082203
0.664995,0.574658
0.669995,0.049351
0.674995,0.182678
0.679995,-0.613418
0.684995,0.044775
0.689995,0.012281
0.694995,0.573703
0.699995,0.571174
0.704994,-0.232655
0.709994,0.620837
0.714994,-0.262103
0.719994,-0.030951
0.724994,0.738532
0.729994,0.022346
0.734994,0.602472
0.739994,-0.699628
0.744994,0.603235
0.749994,-0.065250
0.754994,-0.231078
0.759994,0.215793
0.764994,0.374557
0.769994,-0.511199
0.774994,0.684654
0.779994,-0.145499
0.784993,-0.183433
0.789993,0.479782
0.794993,-1.001644
0.799993,-0.190387
0.804993,0.073268
0.809993,-0.463288
0.814993,-0.307516
0.819993,-0.253919
0.824993,0.374296
0.829993,-0.014294
0.834993,0.233467
0.839993,-0.016649
0.844993,0.564783
0.849993,-0.148037
0.854993,-0.167132
0.859993,-0.403871
0.864992,-0.221497
0.869992,-0.521994
0.874992,0.064945
0.879992,-0.136370
0.884992,-0.430983
0.889992,-0.706538
0.894992,-0.730436
0.899992,0.446213
0.904992,-0.039416
0.909992,0.173356
0.914992,-0.344217
0.919992,-0.383375
0.924992,-0.266753
0.929992,0.468151
0.934992,-0.446039
0.939991,0.304306
0.944991,-0.231923
0.949991,1.261374
0.954991,-0.648888
0.959991,0.495323
0.964991,1.205904
0.969991,-0.710631
0.974991,0.989402
0.979991,-0.655416
0.984991,0.210245
0.989991,0.669645
0.994991,-0.568327
0.999991,0.287670
1.004991,0.194225
1.009991,0.048829
1.014991,0.979797
1.019992,0.650338
1.024992,-0.048148
1.029992,-0.639335
1.034992,0.050822
1.039993,0.031975
1.044993,-0.012176
1.049993,0.751537
1.054993,-0.036140
1.059994,-0.119429
1.064994,-0.022953
1.069994,-0.253001
1.074994,-0.135232
1.079994,0.595088
1.084995,0.153679
1.089995,-0.093798
1.094995,-0.069258
1.099995,0.490998
1.104996,-0.111007
1.109996,0.535357
1.114996,-0.242505
1.119996,-0.107502
1.124997,-0.339922
1.129997,-0.794832
1.134997,0.357714
1.139997,0.152314
1.144997,-0.337080
1.149998,1.011591
1.154998,0.367722
1.159998,-0.027478
1.164998,-0.402527
1.169999,-0.160246
1.174999,0.421717
1.179999,0.223029
1.184999,-0.501047
1.190000,-0.471550
1.195000,-0.074051
1.200000,-0.204572
1.205000,0.035496
1.210001,0.058382
1.215001,-0.236571
1.220001,-0.863294
1.225001,0.674779
1.230001,-0.019549
1.235002,-0.500570
1.240002,-0.572035
1.245002,-0.276354
1.250002,-1.057186
1.255003,0.228342
1.260003,0.892772
1.265003,-0.376893
1.270003,-0.071557
1.275004,0.496848
1.280004,0.433183
1.285004,0.281154
1.290004,-0.909731
1.295004,0.098873
1.300005,0.228257
1.305005,0.053887
1.310005,-0.535288
1.315005,0.046642
1.320006,-0.170204
1.325006,0.364591
1.330006,0.013020
1.335006,-0.261687
1.340007,0.236212
1.345007,-0.426641
1.350007,0.121408
1.355007,-0.733833
1.360008,-0.234216
1.365008,-0.162080
1.370008,-0.287960
1.375008,1.215577
1.380008,-0.567117
1.385009,0.227431
1.390009,-0.120906
1.395009,0.198204
1.400009,0.007175
1.405010,1.190859
1.410010,-0.126999
1.415010,-0.338528
1.420010,0.487201
1.425011,-0.333206
1.430011,0.932599
1.435011,-0.012275
1.440011,-0.096955
1.445011,0.539695
1.450012,0.045881
1.455012,-0.604883
1.460012,-0.163815
1.465012,0.271649
1.470013,0.260918
1.475013,0.737282
1.480013,-0.797369
1.485013,-0.394039
1.490014,0.493886
1.495014,0.626414
1.500014,0.207208
1.505014,0.121256
1.510015,0.518021
1.515015,0.002239
1.520015,0.229929
1.525015,0.566184
1.530015,0.252410
1.535016,-0.803901
1.540016,0.054793
1.545016,-0.146694
1.550016,0.407251
1.555017,0.234490
1.560017,0.571480
1.565017,0.692850
1.570017,0.426021
1.575018,-0.858563
1.580018,-0.153507
1.585018,-0.605041
1.590018,-0.010639
1.595019,-0.121942
1.600019,-0.731332
1.605019,0.053266
1.610019,0.052860
1.615019,0.145252
1.620020,-1.054699
1.625020,-0.111565
1.630020,-0.427743
1.635020,0.652271
1.640021,0.460812
1.645021,-0.238633
1.650021,-0.560256
1.655021,-0.203640
1.660022,0.192392
1.665022,0.431237
1.670022,0.713328
1.675022,0.649644
1.680022,0.699666
1.685023,0.480334
1.690023,0.638028
1.695023,-0.022769
1.700023,0.035570
1.705024,-0.696492
1.710024,0.184998
1.715024,-0.145294
1.720024,-0.868948
1.725025,-0.175649
1.730025,-0.780727
1.735025,0.012880
1.740025,-0.082527
1.745026,0.293007
1.750026,0.059717
1.755026,-0.418080
1.760026,0.140751
1.765026,-0.092619
1.770027,0.209711
1.775027,-0.722816
1.780027,-0.012065
1.785027,0.143815
1.790028,0.241710
1.795028,-0.232683
1.800028,0.435019
1.805028,-0.579803
1.810029,0.017327
1.815029,0.321768
1.820029,0.522969
1.825029,-0.394105
1.830029,0.082802
1.835030,-0.389161
1.840030,-0.567071
1.845030,0.482174
1.850030,0.291028
1.855031,-0.200624
1.860031,-0.782344
1.865031,-0.279834
1.870031,0.535478
1.875032,0.363082
1.880032,0.079362
1.885032,-0.218357
1.890032,-0.828846
1.895033,0.085880
1.900033,-0.160138
1.905033,-1.189000
1.910033,0.402535
1.915033,0.088173
1.920034,-0.601142
1.925034,0.100993
1.930034,0.623457
1.935034,-0.061903
1.940035,0.213187
1.945035,-0.039626
1.950035,0.431330
1.955035,-0.077671
1.960036,-0.398923
1.965036,-0.580304
1.970036,0.546971
1.975036,-0.390583
1.980036,-0.208640
1.985037,0.406801
1.990037,-0.307978
1.995037,0.416691
2.000037,0.200002
2.005037,-0.407622
2.010037,0.358514
2.015036,0.204206
2.020036,0.213060
2.025036,0.207337
2.030035,-0.380762
2.035035,0.590335
2.040035,0.356734
2.045034,-0.496616
2.050034,0.049813
2.055033,0.811832
2.060033,-0.229549
2.065033,-0.352547
2.070032,-0.031280
2.075032,-0.287810
2.080032,-0.418967
2.085031,0.567180
2.090031,0.071549
2.095031,-0.577985
2.100030,0.289126
2.105030,-0.174184
2.110029,0.881698
2.115029,-0.724528
2.120029,-0.312800
2.125028,-0.026722
2.130028,0.719769
2.135028,-0.361561
2.140027,-1.913661
2.145027,0.283494
2.150027,-0.269357
2.155026,0.117591
2.160026,0.462014
2.165025,-0.343318
2.170025,-0.738136
2.175025,-0.477558
2.180024,0.135030
2.185024,0.415620
2.190024,-0.115391
2.195023,0.254417
2.200023,-0.589408
2.205023,0.026283
2.210022,0.667511
2.215022,1.211511
2.220021,-0.320507
2.225021,-0.629924
2.230021,0.348888
2.235020,-0.035539
2.240020,-0.034624
2.245020,-0.565919
2.250019,-0.703603
2.255019,-0.946679
2.260019,-1.344190
2.265018,-0.179493
2.270018,0.200973
2.275017,0.332816
2.280017,0.772484
2.285017,-0.210560
2.290016,0.083368
2.295016,-0.685769
2.300016,0.944827
2.305015,0.098583
2.310015,0.827955
2.315015,0.405351
0.005000,0.002411,0.001710,0.001439,0.000859,0.000694,0.001349,0.004711,0.001126,-0.000073,-0.002682,0.100075,-0.100075
0.010000,0.002207,0.003555,0.001013,-0.000609,-0.000213,0.001761,0.004023,0.000941,0.001983,-0.000755,0.100125,-0.100125
0.015000,0.003671,0.002087,0.001747,-0.002464,0.000061,0.000276,0.002281,0.002484,0.001393,-0.002484,0.100200,-0.100200
0.020000,0.002484,0.002950,0.003008,-0.000554,0.000646,0.000445,-0.000477,0.001373,-0.001118,-0.004440,0.100250,-0.100250
0.025000,0.003155,0.002644,0.001085,-0.001529,0.001492,-0.001913,-0.002527,-0.000325,-0.001408,-0.004799,0.100324,-0.100324
0.030000,0.004010,0.004404,0.002735,-0.000597,0.001645,0.001030,-0.002158,-0.000117,-0.000850,-0.004523,0.100374,-0.100374
0.035000,0.005185,0.001940,0.002559,0.000366,0.002520,-0.000144,-0.006265,0.001598,-0.003786,-0.006354,0.100449,-0.100449
0.040000,0.006115,0.001042,0.003159,-0.001981,0.001845,0.000708,-0.008444,0.000463,-0.006310,-0.010001,0.100499,-0.100499
0.045000,0.005807,0.001125,0.005152,-0.003099,0.003050,0.000066,-0.009541,0.001331,-0.007592,-0.014946,0.100573,-0.100573
0.050000,0.006577,0.000493,0.003850,-0.002664,0.005012,0.000410,-0.011478,0.002211,-0.009297,-0.013560,0.100623,-0.100623
0.055000,0.006231,0.001411,0.001239,0.001911,0.005621,-0.002375,-0.010985,0.002510,-0.011127,-0.014002,0.100698,-0.100698
0.060000,0.006866,0.001767,0.000956,-0.000259,0.002751,-0.002518,-0.011153,0.005354,-0.009583,-0.015287,0.100747,-0.100747
0.065000,0.006227,0.002093,0.004575,0.003102,0.002512,0.000303,-0.009969,0.007757,-0.008669,-0.015196,0.100822,-0.100822
0.070000,0.002523,0.001835,0.002975,0.000597,0.006210,-0.000896,-0.009974,0.008906,-0.007425,-0.016239,0.100871,-0.100871
0.075000,0.002641,0.003246,0.001435,0.001206,0.007952,-0.001303,-0.011251,0.010531,-0.008355,-0.013574,0.100946,-0.100946
0.080000,0.003531,0.002921,0.000828,0.002911,0.005983,-0.002797,-0.011554,0.009367,-0.008582,-0.015752,0.100995,-0.100995
0.085000,0.003843,0.004205,0.000336,0.000987,0.005524,-0.005955,-0.010365,0.012330,-0.008128,-0.017953,0.101070,-0.101070
0.090000,0.002291,0.003997,0.001050,0.000988,0.006104,-0.006330,-0.009943,0.012719,-0.009505,-0.016794,0.101119,-0.101119
0.095000,0.002115,0.006295,0.001284,0.002061,0.007606,-0.006658,-0.009664,0.013003,-0.009896,-0.017005,0.101193,-0.101193
0.100000,0.001399,0.007347,0.000953,0.003804,0.009257,-0.004362,-0.009909,0.012170,-0.009242,-0.016159,0.101243,-0.101243
0.105000,0.000339,0.007367,0.002472,0.007953,0.008206,-0.005224,-0.007850,0.013212,-0.007762,-0.016812,0.101317,-0.101317
0.110000,0.002474,0.007861,0.004121,0.008757,0.007814,-0.004725,-0.007591,0.013466,-0.008814,-0.018605,0.101366,-0.101366
0.115000,0.001456,0.010239,0.004843,0.008392,0.008940,-0.002251,-0.006497,0.014468,-0.009464,-0.017083,0.101440,-0.101440
0.120000,0.000154,0.009009,0.003784,0.011316,0.010501,-0.003658,-0.006948,0.018539,-0.009557,-0.015467,0.101490,-0.101490
0.125000,-0.002067,0.009116,0.007355,0.009530,0.013973,-0.001883,-0.006356,0.015254,-0.009424,-0.016674,0.101564,-0.101564
0.130000,-0.000501,0.011212,0.008939,0.008314,0.015065,-0.001525,-0.007683,0.014698,-0.009225,-0.018201,0.101613,-0.101613
0.135000,-0.001384,0.011431,0.011541,0.009166,0.017006,-0.004670,-0.004842,0.015375,-0.006201,-0.014620,0.101687,-0.101687
0.140000,-0.001117,0.011141,0.010276,0.009477,0.017256,-0.002482,-0.007507,0.017033,-0.009080,-0.013375,0.101736,-0.101736
0.145000,-0.000801,0.008338,0.012265,0.009472,0.017924,-0.002282,-0.006392,0.017218,-0.011241,-0.012655,0.101810,-0.101810
0.150000,-0.001249,0.007111,0.011003,0.010368,0.017152,-0.000241,-0.006561,0.016795,-0.010054,-0.012961,0.101859,-0.101859
0.155000,0.000399,0.006330,0.009847,0.009646,0.016165,-0.000697,-0.006100,0.015198,-0.013790,-0.010678,0.101933,-0.101933
0.160000,0.000997,0.003420,0.010329,0.009830,0.016898,0.000897,-0.006494,0.014326,-0.014999,-0.010357,0.101982,-0.101982
0.165000,-0.000691,0.004726,0.008772,0.008312,0.015457,0.001783,-0.005903,0.012734,-0.015685,-0.012586,0.102056,-0.102056
0.170000,-0.004766,0.003909,0.010736,0.008543,0.015786,-0.000388,-0.005095,0.013332,-0.016272,-0.013188,0.102105,-0.102105
0.175000,-0.006452,0.002058,0.009506,0.007892,0.019595,-0.000378,-0.001624,0.019225,-0.017668,-0.011511,0.102178,-0.102178
0.180000,-0.007208,0.002640,0.009041,0.008721,0.019132,-0.000864,-0.002345,0.019352,-0.015050,-0.011788,0.102227,-0.102227
0.185000,-0.006700,-0.000402,0.008132,0.008534,0.018011,-0.002120,-0.004728,0.020837,-0.017532,-0.010081,0.102301,-0.102301
0.190000,-0.009247,-0.001085,0.009151,0.009432,0.014944,-0.001825,-0.006793,0.024007,-0.020125,-0.010843,0.102350,-0.102350
0.195000,-0.009965,-0.001854,0.010111,0.007351,0.014599,-0.000294,-0.011080,0.026823,-0.021306,-0.011416,0.102423,-0.102423
0.200000,-0.009782,-0.004571,0.014003,0.006579,0.017237,-0.000587,-0.011067,0.026950,-0.022045,-0.011226,0.102472,-0.102472
0.205000,-0.011368,-0.008600,0.012865,0.007664,0.016952,0.002562,-0.011279,0.030329,-0.021758,-0.008800,0.102546,-0.102546
0.210000,-0.010823,-0.009709,0.013895,0.006914,0.017281,0.001792,-0.011814,0.031868,-0.021911,-0.007035,0.102595,-0.102595
0.215000,-0.011387,-0.011512,0.012644,0.004930,0.016909,-0.000546,-0.013644,0.034728,-0.024388,-0.010318,0.102668,-0.102668
0.220000,-0.012888,-0.012080,0.011128,0.003949,0.017670,-0.002036,-0.014687,0.034283,-0.024541,-0.009576,0.102717,-0.102717
0.225000,-0.012207,-0.012366,0.012435,0.002070,0.017250,-0.003214,-0.017648,0.037558,-0.023069,-0.009937,0.102790,-0.102790
0.230000,-0.012542,-0.010984,0.015072,0.002133,0.017581,-0.002460,-0.017793,0.037724,-0.022908,-0.011570,0.102839,-0.102839
0.235000,-0.011862,-0.008629,0.013629,-0.000800,0.016110,-0.002787,-0.018342,0.040063,-0.019895,-0.009311,0.102912,-0.102912
0.240000,-0.013735,-0.008479,0.014122,-0.000370,0.017488,-0.003946,-0.014804,0.038954,-0.019836,-0.009562,0.102960,-0.102960
0.245000,-0.015529,-0.007720,0.015496,-0.004368,0.019266,-0.004611,-0.014451,0.039177,-0.020319,-0.007882,0.103033,-0.103033
0.250000,-0.015503,-0.011102,0.018270,-0.004681,0.019852,-0.004962,-0.015775,0.040035,-0.020550,-0.010281,0.103082,-0.103082
0.255000,-0.015820,-0.010046,0.019784,-0.005036,0.019499,-0.005051,-0.012881,0.042393,-0.021674,-0.011088,0.103155,-0.103155
0.260000,-0.017337,-0.009953,0.022654,-0.004439,0.017978,-0.004938,-0.015053,0.041288,-0.021236,-0.010524,0.103203,-0.103203
0.265000,-0.018508,-0.011207,0.023648,-0.003971,0.020397,-0.005397,-0.016658,0.043064,-0.019899,-0.010181,0.103276,-0.103276
0.270000,-0.019198,-0.011211,0.024380,-0.003226,0.023073,-0.005716,-0.014602,0.044064,-0.018682,-0.008852,0.103325,-0.103325
0.275000,-0.021775,-0.012877,0.024580,-0.005499,0.022632,-0.003994,-0.012819,0.041829,-0.019154,-0.011552,0.103397,-0.103397
0.280000,-0.021346,-0.013765,0.024796,-0.005373,0.022528,-0.003403,-0.012324,0.044917,-0.018403,-0.011026,0.103446,-0.103446
0.285000,-0.025778,-0.010769,0.027123,-0.004734,0.022953,-0.001109,-0.017024,0.044191,-0.016960,-0.010462,0.103519,-0.103519
0.290000,-0.026842,-0.011492,0.030932,-0.005161,0.022001,0.000639,-0.017055,0.046210,-0.016662,-0.008485,0.103567,-0.103567
0.295000,-0.026869,-0.013348,0.032238,-0.006389,0.022447,0.002852,-0.019531,0.047396,-0.015335,-0.008850,0.103640,-0.103640
0.300000,-0.029298,-0.013450,0.030919,-0.004501,0.022320,0.002941,-0.021578,0.049841,-0.015888,-0.009394,0.103688,-0.103688
0.305000,-0.031323,-0.015119,0.032896,-0.005585,0.023828,0.006076,-0.022499,0.053227,-0.017057,-0.007389,0.103761,-0.103761
0.310000,-0.034742,-0.016189,0.034056,-0.005255,0.026942,0.008057,-0.024587,0.054545,-0.016211,-0.007592,0.103810,-0.103810
0.314999,-0.032462,-0.019181,0.036206,-0.004794,0.027797,0.006247,-0.024550,0.057044,-0.017829,-0.010661,0.103882,-0.103882
0.319999,-0.034982,-0.018171,0.034159,-0.003490,0.026824,0.004818,-0.024489,0.061775,-0.018734,-0.010820,0.103931,-0.103931
0.324999,-0.033630,-0.023333,0.039401,-0.001628,0.028936,0.006504,-0.024646,0.064438,-0.015569,-0.008781,0.104004,-0.104004
0.329999,-0.035670,-0.021387,0.040817,-0.000532,0.028431,0.006865,-0.025809,0.065981,-0.014935,-0.007150,0.104052,-0.104052
0.334999,-0.036478,-0.021882,0.041535,-0.003249,0.026985,0.007367,-0.027622,0.069902,-0.014747,-0.006982,0.104125,-0.104125
0.339999,-0.036341,-0.022743,0.043492,-0.001495,0.026922,0.008920,-0.026697,0.070963,-0.016191,-0.007316,0.104173,-0.104173
0.344999,-0.035777,-0.022833,0.043140,-0.002185,0.024940,0.010936,-0.029918,0.074367,-0.016394,-0.010176,0.104246,-0.104246
0.349999,-0.038468,-0.025449,0.043227,-0.002827,0.025199,0.011169,-0.028909,0.074927,-0.018861,-0.010636,0.104294,-0.104294
0.354999,-0.038517,-0.026952,0.043781,-0.001796,0.023920,0.014359,-0.027823,0.078018,-0.016831,-0.012685,0.104367,-0.104367
0.359999,-0.037604,-0.029229,0.047818,-0.000080,0.021508,0.016169,-0.027110,0.078184,-0.017004,-0.011628,0.104415,-0.104415
0.364999,-0.037333,-0.029106,0.050611,0.002513,0.017852,0.015034,-0.025205,0.077072,-0.017886,-0.012678,0.104488,-0.104488
0.369999,-0.036619,-0.031901,0.050962,0.003509,0.017134,0.015954,-0.026781,0.078869,-0.017874,-0.012075,0.104536,-0.104536
0.374999,-0.037604,-0.034672,0.048943,0.002466,0.019606,0.016689,-0.028955,0.080576,-0.017317,-0.009687,0.104608,-0.104608
0.379999,-0.037006,-0.035728,0.048232,0.003664,0.018654,0.015683,-0.029099,0.079466,-0.018840,-0.009805,0.104656,-0.104656
0.384999,-0.039268,-0.038160,0.049333,0.007301,0.019337,0.017267,-0.029759,0.080814,-0.017877,-0.011272,0.104729,-0.104729
0.389999,-0.039489,-0.039249,0.050225,0.008908,0.019539,0.017482,-0.030783,0.082172,-0.018517,-0.011503,0.104777,-0.104777
0.394998,-0.041059,-0.041604,0.049341,0.010942,0.021123,0.018693,-0.031630,0.085351,-0.018964,-0.012538,0.104849,-0.104849
0.399998,-0.039815,-0.043549,0.052109,0.010166,0.021753,0.018965,-0.029653,0.084522,-0.021436,-0.012677,0.104897,-0.104897
0.404998,-0.044026,-0.045836,0.050566,0.011532,0.022437,0.019146,-0.029204,0.083843,-0.017942,-0.012472,0.104969,-0.104969
0.409998,-0.045336,-0.050572,0.050910,0.010408,0.020539,0.018913,-0.031235,0.086094,-0.017617,-0.013018,0.105017,-0.105017
0.414998,-0.047101,-0.051647,0.050556,0.010450,0.018117,0.019401,-0.032852,0.089301,-0.015856,-0.011606,0.105089,-0.105089
0.419998,-0.046226,-0.054256,0.051179,0.013163,0.017514,0.019337,-0.032089,0.090865,-0.017381,-0.012591,0.105137,-0.105137
0.424998,-0.047835,-0.056532,0.052846,0.015146,0.016021,0.019094,-0.032104,0.091611,-0.017543,-0.014845,0.105208,-0.105208
0.429998,-0.045575,-0.057341,0.050854,0.014504,0.017728,0.018116,-0.034249,0.093719,-0.018139,-0.014170,0.105256,-0.105256
0.434998,-0.044096,-0.060212,0.051432,0.016575,0.017448,0.016744,-0.034018,0.096972,-0.016839,-0.013063,0.105328,-0.105328
0.439998,-0.044156,-0.064885,0.052840,0.018547,0.018004,0.017054,-0.032286,0.097296,-0.015032,-0.011856,0.105376,-0.105376
0.444998,-0.042981,-0.067647,0.056251,0.018420,0.016765,0.015547,-0.033889,0.100321,-0.015556,-0.010985,0.105447,-0.105447
0.449998,-0.046476,-0.068103,0.057595,0.017986,0.015490,0.014608,-0.032550,0.103784,-0.017208,-0.010251,0.105495,-0.105495
0.454998,-0.046744,-0.069940,0.057726,0.017119,0.015352,0.015605,-0.033371,0.101978,-0.016974,-0.009596,0.105567,-0.105567
0.459998,-0.049330,-0.069385,0.060910,0.016270,0.014499,0.017420,-0.034163,0.105955,-0.017288,-0.009042,0.105615,-0.105615
0.464998,-0.054483,-0.065972,0.061628,0.020941,0.017957,0.016159,-0.034631,0.108033,-0.017888,-0.009370,0.105687,-0.105687
0.469997,-0.052642,-0.066726,0.059220,0.021335,0.020258,0.015640,-0.035095,0.108312,-0.017907,-0.007807,0.105735,-0.105735
0.474997,-0.052582,-0.068425,0.060377,0.020970,0.021984,0.015211,-0.033306,0.113848,-0.016865,-0.009893,0.105807,-0.105807
0.479997,-0.054259,-0.069302,0.058726,0.019351,0.022110,0.019139,-0.032585,0.115428,-0.015686,-0.008512,0.105855,-0.105855
0.484997,-0.057413,-0.072149,0.060056,0.018542,0.020635,0.018799,-0.032057,0.116240,-0.019767,-0.010907,0.105928,-0.105928
0.489997,-0.056930,-0.075669,0.060659,0.018152,0.020958,0.019665,-0.034544,0.119569,-0.021317,-0.011031,0.105976,-0.105976
0.494997,-0.056672,-0.078941,0.061222,0.019512,0.019263,0.020397,-0.032403,0.122440,-0.022888,-0.008842,0.106048,-0.106048
0.499997,-0.056088,-0.082429,0.063255,0.020104,0.017778,0.021245,-0.034804,0.124833,-0.022516,-0.007220,0.106096,-0.106096
0.504997,-0.054829,-0.087459,0.063150,0.025152,0.017404,0.020958,-0.034561,0.125975,-0.021373,-0.009368,0.106168,-0.106168
0.509997,-0.053110,-0.089257,0.062258,0.025142,0.015989,0.021014,-0.034244,0.127932,-0.024182,-0.011355,0.106216,-0.106216
0.514997,-0.049732,-0.089897,0.061321,0.026463,0.016437,0.020560,-0.033811,0.128149,-0.022286,-0.012215,0.106288,-0.106288
0.519997,-0.050634,-0.089293,0.058955,0.027365,0.014962,0.021567,-0.032881,0.128122,-0.023109,-0.014154,0.106337,-0.106337
0.524997,-0.051214,-0.091075,0.060279,0.025674,0.013517,0.021464,-0.034354,0.127474,-0.021156,-0.014324,0.106409,-0.106409
0.529997,-0.049382,-0.093578,0.058373,0.026434,0.013240,0.020930,-0.034532,0.130035,-0.021233,-0.015504,0.106457,-0.106457
0.534997,-0.050221,-0.095047,0.057552,0.028630,0.012212,0.024228,-0.035486,0.132475,-0.022260,-0.012548,0.106529,-0.106529
0.539997,-0.049737,-0.098081,0.059569,0.026998,0.012275,0.025227,-0.036344,0.133288,-0.021054,-0.011111,0.106578,-0.106578
0.544997,-0.049600,-0.103403,0.057986,0.027463,0.011886,0.024049,-0.037677,0.135267,-0.021950,-0.010649,0.106650,-0.106650
0.549996,-0.051137,-0.103248,0.055963,0.028691,0.010921,0.024568,-0.035020,0.141127,-0.023103,-0.010396,0.106698,-0.106698
0.554996,-0.051148,-0.106254,0.055234,0.029667,0.014353,0.027074,-0.038069,0.144124,-0.022743,-0.011733,0.106771,-0.106771
0.559996,-0.051420,-0.107707,0.053846,0.028559,0.014969,0.027267,-0.040619,0.147635,-0.023567,-0.010901,0.106819,-0.106819
0.564996,-0.052321,-0.110025,0.055012,0.029158,0.019560,0.028569,-0.039498,0.150112,-0.021602,-0.010329,0.106891,-0.106891
0.569996,-0.053126,-0.113442,0.056588,0.026845,0.021587,0.031848,-0.038640,0.152475,-0.023208,-0.010418,0.106939,-0.106939
0.574996,-0.054953,-0.117219,0.055247,0.027457,0.020941,0.033637,-0.041452,0.155338,-0.022809,-0.009522,0.107012,-0.107012
0.579996,-0.051853,-0.118465,0.056700,0.027854,0.019948,0.032705,-0.040412,0.154854,-0.023802,-0.009253,0.107061,-0.107061
0.584996,-0.054475,-0.120105,0.058409,0.022625,0.019075,0.030354,-0.039513,0.157078,-0.026070,-0.010258,0.107134,-0.107134
0.589996,-0.053410,-0.122328,0.061452,0.023277,0.020108,0.034000,-0.037161,0.158105,-0.024307,-0.007891,0.107183,-0.107183
0.594996,-0.050166,-0.124327,0.064614,0.026691,0.020762,0.037407,-0.035789,0.160405,-0.024201,-0.006342,0.107256,-0.107256
0.599996,-0.049064,-0.125110,0.065639,0.027366,0.021304,0.036421,-0.037219,0.161537,-0.023687,-0.008507,0.107305,-0.107305
0.604996,-0.049873,-0.127339,0.067752,0.026775,0.023249,0.037807,-0.039567,0.163701,-0.023270,-0.008567,0.107378,-0.107378
0.609996,-0.052056,-0.129623,0.064913,0.030089,0.023028,0.038027,-0.041750,0.165089,-0.022046,-0.009693,0.107427,-0.107427
0.614996,-0.052171,-0.131771,0.062354,0.032296,0.023268,0.037364,-0.046269,0.165512,-0.019012,-0.007086,0.107501,-0.107501
0.619996,-0.052454,-0.135101,0.064207,0.031881,0.023631,0.037962,-0.046975,0.165996,-0.019087,-0.007463,0.107550,-0.107550
0.624996,-0.050472,-0.134033,0.063573,0.029513,0.021996,0.038952,-0.049301,0.166719,-0.016312,-0.005670,0.107623,-0.107623
0.629995,-0.051364,-0.136050,0.065130,0.030420,0.020746,0.037338,-0.050062,0.167815,-0.017310,-0.007308,0.107673,-0.107673
0.634995,-0.053367,-0.140496,0.065768,0.032348,0.016910,0.035216,-0.049183,0.167507,-0.016761,-0.006781,0.107746,-0.107746
0.639995,-0.051353,-0.144646,0.066047,0.034604,0.017523,0.036251,-0.049868,0.168066,-0.017748,-0.005574,0.107795,-0.107795
